,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,601696.SH,124,30.26,31.08,29.9,29.95,30.25,-0.3,-0.9917,176814.06,538537.778
1,601696.SH,123,30.68,30.79,30.0,30.25,30.67,-0.42,-1.3694,139336.57,421343.802
2,601696.SH,122,30.36,30.84,29.91,30.67,29.87,0.8,2.6783,216079.25,656628.064
3,601696.SH,121,30.0,30.28,29.69,29.87,30.68,-0.81,-2.6402,179913.56,538784.644
4,601696.SH,120,31.36,31.69,30.51,30.68,31.74,-1.06,-3.3396,274814.08,853065.592
5,601696.SH,119,32.0,32.46,31.2,31.77,32.47,-0.7,-2.1558,429257.27,1363706.081
6,601696.SH,118,30.46,32.47,30.19,32.47,29.52,2.95,9.9932,666060.62,2111503.565
7,601696.SH,117,28.3,29.56,28.26,29.52,28.62,0.9,3.1447,198195.59,574804.309
8,601696.SH,116,28.63,29.39,28.18,28.62,28.5,0.12,0.4211,198282.9,568828.053
9,601696.SH,115,29.25,29.4,27.26,28.5,29.3,-0.8,-2.7304,264427.45,750398.746
10,601696.SH,114,30.14,30.99,29.2,29.3,30.15,-0.85,-2.8192,255538.41,771902.929
11,601696.SH,113,30.0,30.96,29.45,30.15,30.61,-0.46,-1.5028,256338.62,774791.968
12,601696.SH,112,31.45,31.89,29.75,30.61,32.71,-2.1,-6.4201,468213.88,1446529.024
13,601696.SH,111,31.36,33.88,30.41,32.71,31.35,1.36,4.3381,429390.01,1361221.142
14,601696.SH,110,30.9,31.46,30.24,31.35,31.04,0.31,0.9987,261831.85,810549.184
15,601696.SH,109,31.6,31.77,30.9,31.04,31.93,-0.89,-2.7873,404898.48,1265548.916
16,601696.SH,108,30.7,32.0,30.12,31.93,30.32,1.61,5.31,460754.36,1423289.078
17,601696.SH,107,30.0,30.96,29.77,30.32,29.98,0.34,1.1341,328900.28,1001234.454
18,601696.SH,106,30.76,30.98,29.8,29.98,31.12,-1.14,-3.6632,357270.42,1083750.764
19,601696.SH,105,29.91,31.43,29.8,31.12,30.1,1.02,3.3887,438086.2,1351643.913
20,601696.SH,104,30.39,30.43,29.56,30.1,30.08,0.02,0.0665,230227.83,689129.567
21,601696.SH,103,30.29,30.49,29.0,30.08,30.0,0.08,0.2667,266897.36,795818.332
22,601696.SH,102,32.32,32.54,29.7,30.0,32.8,-2.8,-8.5366,462995.41,1432494.607
23,601696.SH,101,31.89,33.34,31.49,32.8,32.63,0.17,0.521,433557.01,1406381.628
24,601696.SH,100,32.38,34.36,32.06,32.63,32.38,0.25,0.7721,526042.13,1746064.323
25,601696.SH,99,32.79,33.54,31.84,32.38,33.64,-1.26,-3.7455,394572.46,1286526.299
26,601696.SH,98,32.19,34.18,31.89,33.64,31.22,2.42,7.7514,594565.67,1958779.591
27,601696.SH,97,33.77,34.14,30.51,31.22,33.47,-2.25,-6.7224,705624.72,2257470.038
28,601696.SH,96,36.29,37.5,33.01,33.47,35.85,-2.38,-6.6388,672670.32,2395375.643
29,601696.SH,95,38.11,39.19,35.8,35.85,38.7,-2.85,-7.3643,803001.76,2986529.073
30,601696.SH,94,36.98,40.81,36.5,38.7,37.1,1.6,4.3127,912308.29,3563628.658
31,601696.SH,93,36.5,39.0,34.56,37.1,37.92,-0.82,-2.1624,1088040.84,3981033.714
32,601696.SH,92,35.38,37.92,34.25,37.92,34.47,3.45,10.0087,1073890.1,3916502.245
33,601696.SH,91,32.66,35.91,31.5,34.47,32.65,1.82,5.5743,1200111.17,4083292.346
34,601696.SH,90,31.0,32.65,31.0,32.65,29.68,2.97,10.0067,556602.15,1787002.129
35,601696.SH,89,30.49,30.84,28.04,29.68,28.04,1.64,5.8488,1424435.97,4258939.794
36,601696.SH,88,28.04,28.04,27.2,28.04,25.49,2.55,10.0039,352889.94,988406.11
37,601696.SH,87,23.56,25.49,23.56,25.49,23.17,2.32,10.0129,1247942.74,3113838.793
38,601696.SH,86,21.4,23.55,21.36,23.17,21.47,1.7,7.918,752299.21,1692593.269
39,601696.SH,85,21.33,21.63,21.16,21.47,21.43,0.04,0.1867,287057.91,614291.696
40,601696.SH,84,21.15,21.96,20.88,21.43,21.0,0.43,2.0476,360081.4,768183.273
41,601696.SH,83,21.8,22.09,20.66,21.0,22.35,-1.35,-6.0403,446218.89,947554.1
42,601696.SH,82,23.2,23.5,22.21,22.35,23.05,-0.7,-3.0369,423789.73,964999.236
43,601696.SH,81,23.1,23.28,22.73,23.05,23.22,-0.17,-0.7321,394195.42,907214.476
44,601696.SH,80,23.1,24.72,22.88,23.22,23.4,-0.18,-0.7692,778817.14,1844987.188
45,601696.SH,79,22.42,23.96,22.18,23.4,22.39,1.01,4.5109,699396.94,1607531.324
46,601696.SH,78,22.12,22.82,22.05,22.39,22.2,0.19,0.8559,375697.98,843530.122
47,601696.SH,77,22.55,22.57,21.87,22.2,22.57,-0.37,-1.6393,336819.01,745907.836
