,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000166.SZ,20200825,5.71,5.79,5.66,5.7,5.69,0.01,0.1757,994634.65,569290.406
1,000166.SZ,20200824,5.72,5.76,5.66,5.69,5.72,-0.03,-0.5245,735476.78,419873.26
2,000166.SZ,20200821,5.7,5.77,5.65,5.72,5.66,0.06,1.0601,886202.82,505968.625
3,000166.SZ,20200820,5.78,5.79,5.63,5.66,5.77,-0.11,-1.9064,1203945.75,685840.412
4,000166.SZ,20200819,5.9,5.96,5.83,5.85,5.88,-0.03,-0.5102,1476029.78,871941.426
5,000166.SZ,20200818,5.92,5.95,5.84,5.88,5.92,-0.04,-0.6757,1250138.65,735917.03
6,000166.SZ,20200817,5.75,6.04,5.75,5.92,5.68,0.24,4.2254,2553342.61,1505030.378
7,000166.SZ,20200814,5.56,5.69,5.54,5.68,5.57,0.11,1.9749,952622.05,535379.945
8,000166.SZ,20200813,5.56,5.64,5.53,5.57,5.54,0.03,0.5415,837171.7,467096.064
9,000166.SZ,20200812,5.57,5.62,5.47,5.54,5.58,-0.04,-0.7168,1070605.68,593564.973
10,000166.SZ,20200811,5.68,5.78,5.57,5.58,5.68,-0.1,-1.7606,1411394.82,803272.78
11,000166.SZ,20200810,5.6,5.77,5.58,5.68,5.65,0.03,0.531,1444883.81,820707.03
12,000166.SZ,20200807,5.79,5.79,5.57,5.65,5.88,-0.23,-3.9116,2251658.29,1280524.407
13,000166.SZ,20200806,5.8,5.95,5.64,5.88,5.8,0.08,1.3793,2327840.25,1344430.366
14,000166.SZ,20200805,5.83,5.85,5.77,5.8,5.87,-0.07,-1.1925,1237972.16,718077.508
15,000166.SZ,20200804,5.9,5.95,5.85,5.87,5.91,-0.04,-0.6768,1587809.08,934401.598
16,000166.SZ,20200803,5.86,5.92,5.79,5.91,5.83,0.08,1.3722,2154005.58,1260710.543
17,000166.SZ,20200731,5.75,5.91,5.73,5.83,5.77,0.06,1.0399,1797773.3,1047296.272
18,000166.SZ,20200730,5.84,5.85,5.74,5.77,5.81,-0.04,-0.6885,1463628.99,847719.789
19,000166.SZ,20200729,5.64,5.87,5.61,5.81,5.64,0.17,3.0142,2277101.69,1315368.51
20,000166.SZ,20200728,5.67,5.69,5.56,5.64,5.66,-0.02,-0.3534,1330145.32,747419.568
21,000166.SZ,20200727,5.52,5.74,5.39,5.66,5.49,0.17,3.0965,2084226.25,1161719.675
22,000166.SZ,20200724,5.75,5.87,5.45,5.49,5.78,-0.29,-5.0173,2424466.78,1369243.516
23,000166.SZ,20200723,5.75,5.85,5.54,5.78,5.81,-0.03,-0.5164,2777212.82,1580900.987
24,000166.SZ,20200722,5.81,6.03,5.76,5.81,5.78,0.03,0.519,2946574.57,1739340.583
25,000166.SZ,20200721,5.86,5.89,5.75,5.78,5.86,-0.08,-1.3652,2031607.32,1180197.793
26,000166.SZ,20200720,5.68,5.93,5.65,5.86,5.56,0.3,5.3957,2873281.54,1664752.423
27,000166.SZ,20200717,5.83,5.89,5.46,5.56,5.79,-0.23,-3.9724,3118337.86,1760142.245
28,000166.SZ,20200716,6.12,6.27,5.76,5.79,6.09,-0.3,-4.9261,3443932.92,2092796.563
29,000166.SZ,20200715,6.34,6.4,6.07,6.09,6.3,-0.21,-3.3333,3224941.04,1999347.605
30,000166.SZ,20200714,6.23,6.4,6.16,6.3,6.28,0.02,0.3185,3373477.25,2114617.435
31,000166.SZ,20200713,6.12,6.37,6.1,6.28,6.17,0.11,1.7828,4205929.59,2624541.579
32,000166.SZ,20200710,6.25,6.39,6.12,6.17,6.52,-0.35,-5.3681,4619175.21,2888795.506
33,000166.SZ,20200709,6.52,6.68,6.4,6.52,6.7,-0.18,-2.6866,4984736.67,3244472.457
34,000166.SZ,20200708,6.26,6.89,6.21,6.7,6.36,0.34,5.3459,6101772.07,3979677.581
35,000166.SZ,20200707,6.73,6.81,6.23,6.36,6.53,-0.17,-2.6034,6845674.39,4449255.056
36,000166.SZ,20200706,6.18,6.53,6.05,6.53,5.94,0.59,9.9327,6027407.97,3883429.527
37,000166.SZ,20200703,5.49,5.94,5.46,5.94,5.4,0.54,10.0,4974860.97,2843544.987
38,000166.SZ,20200702,5.06,5.46,5.04,5.4,5.11,0.29,5.6751,3003496.94,1582196.119
39,000166.SZ,20200701,5.01,5.2,4.97,5.11,5.05,0.06,1.1881,1908720.73,972253.24
40,000166.SZ,20200630,4.83,5.16,4.8,5.05,4.81,0.24,4.9896,1864439.63,929413.691
41,000166.SZ,20200629,4.86,4.88,4.69,4.81,4.84,-0.03,-0.6198,1293395.16,617686.963
42,000166.SZ,20200624,4.86,4.95,4.79,4.84,4.87,-0.03,-0.616,1190170.31,576774.88
