,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000750.SZ,20200825,5.68,5.73,5.58,5.62,5.67,-0.05,-0.8818,1067915.99,603532.641
1,000750.SZ,20200824,5.75,5.78,5.62,5.67,5.82,-0.15,-2.5773,1479731.87,840400.091
2,000750.SZ,20200821,5.65,5.83,5.59,5.82,5.59,0.23,4.1145,2593491.68,1484334.83
3,000750.SZ,20200820,5.58,5.68,5.49,5.59,5.6,-0.01,-0.1786,1376149.66,767866.44
4,000750.SZ,20200819,5.64,5.71,5.57,5.6,5.65,-0.05,-0.885,1227029.75,691209.704
5,000750.SZ,20200818,5.63,5.73,5.6,5.65,5.67,-0.02,-0.3527,1184528.75,669636.737
6,000750.SZ,20200817,5.54,5.78,5.51,5.67,5.45,0.22,4.0367,1957028.99,1105441.385
7,000750.SZ,20200814,5.38,5.47,5.35,5.45,5.42,0.03,0.5535,706743.49,382531.536
8,000750.SZ,20200813,5.41,5.49,5.35,5.42,5.39,0.03,0.5566,846332.27,458165.932
9,000750.SZ,20200812,5.35,5.43,5.28,5.39,5.38,0.01,0.1859,972437.92,520517.237
10,000750.SZ,20200811,5.56,5.63,5.35,5.38,5.59,-0.21,-3.7567,1455713.65,800676.117
11,000750.SZ,20200810,5.51,5.68,5.47,5.59,5.55,0.04,0.7207,1329870.63,743346.811
12,000750.SZ,20200807,5.68,5.7,5.47,5.55,5.8,-0.25,-4.3103,1890195.76,1055983.257
13,000750.SZ,20200806,5.7,5.84,5.53,5.8,5.71,0.09,1.5762,1994318.31,1132317.055
14,000750.SZ,20200805,5.76,5.76,5.64,5.71,5.8,-0.09,-1.5517,1472867.35,839284.21
15,000750.SZ,20200804,5.78,5.87,5.67,5.8,5.77,0.03,0.5199,2015848.44,1162331.406
16,000750.SZ,20200803,5.74,5.77,5.62,5.77,5.63,0.14,2.4867,2034025.24,1159657.33
17,000750.SZ,20200731,5.49,5.77,5.46,5.63,5.51,0.12,2.1779,2343018.76,1320682.053
18,000750.SZ,20200730,5.56,5.63,5.48,5.51,5.59,-0.08,-1.4311,1566618.01,868475.814
19,000750.SZ,20200729,5.35,5.64,5.33,5.59,5.4,0.19,3.5185,2187873.69,1211607.534
20,000750.SZ,20200728,5.5,5.53,5.3,5.4,5.46,-0.06,-1.0989,1547819.9,835459.056
21,000750.SZ,20200727,5.5,5.54,5.27,5.46,5.51,-0.05,-0.9074,1950190.97,1055348.701
22,000750.SZ,20200724,5.86,5.88,5.41,5.51,5.97,-0.46,-7.7052,4141813.4,2325108.035
23,000750.SZ,20200723,5.81,6.02,5.75,5.97,5.89,0.08,1.3582,3672669.68,2161965.771
24,000750.SZ,20200722,6.05,6.24,5.84,5.89,6.0,-0.11,-1.8333,5307502.44,3204841.765
25,000750.SZ,20200721,5.95,6.36,5.87,6.0,5.79,0.21,3.6269,6598503.71,4017967.65
26,000750.SZ,20200720,5.36,5.79,5.31,5.79,5.26,0.53,10.076,4727768.7,2661446.256
27,000750.SZ,20200717,5.75,5.75,5.18,5.26,5.75,-0.49,-8.5217,4763092.59,2540278.586
28,000750.SZ,20200716,5.65,6.24,5.62,5.75,5.69,0.06,1.0545,6230639.86,3723586.561
29,000750.SZ,20200715,6.1,6.19,5.67,5.69,5.89,-0.2,-3.3956,3041287.51,1794533.515
30,000750.SZ,20200714,5.87,5.95,5.69,5.89,5.89,0.0,0.0,2587879.68,1511616.316
31,000750.SZ,20200713,5.75,6.02,5.72,5.89,5.83,0.06,1.0292,3320303.07,1953980.888
32,000750.SZ,20200710,5.76,6.07,5.72,5.83,5.85,-0.02,-0.3419,3535847.28,2082038.091
33,000750.SZ,20200709,5.82,6.06,5.71,5.85,5.96,-0.11,-1.8456,3890405.26,2281212.882
34,000750.SZ,20200708,5.54,6.13,5.54,5.96,5.61,0.35,6.2389,4807911.47,2804127.916
35,000750.SZ,20200707,5.68,6.06,5.33,5.61,5.65,-0.04,-0.708,4839834.4,2705749.793
36,000750.SZ,20200706,5.31,5.65,5.16,5.65,5.14,0.51,9.9222,4842640.6,2645972.678
37,000750.SZ,20200703,4.83,5.2,4.77,5.14,4.78,0.36,7.5314,3972142.28,1966758.81
38,000750.SZ,20200702,4.4,4.81,4.39,4.78,4.42,0.36,8.1448,2866185.4,1326093.194
39,000750.SZ,20200701,4.34,4.42,4.3,4.42,4.34,0.08,1.8433,964510.81,422149.105
40,000750.SZ,20200630,4.26,4.38,4.24,4.34,4.24,0.1,2.3585,812786.48,349629.394
41,000750.SZ,20200629,4.33,4.36,4.22,4.24,4.41,-0.17,-3.8549,786629.35,335953.762
42,000750.SZ,20200624,4.44,4.5,4.39,4.41,4.45,-0.04,-0.8989,636975.09,282063.025
43,000750.SZ,20200623,4.37,4.45,4.34,4.45,4.39,0.06,1.3667,1008605.29,443882.333
44,000750.SZ,20200622,4.31,4.56,4.3,4.39,4.33,0.06,1.3857,1558819.37,692215.358
45,000750.SZ,20200619,4.23,4.37,4.22,4.33,4.24,0.09,2.1226,1076597.22,462514.899
46,000750.SZ,20200618,4.2,4.27,4.17,4.24,4.2,0.04,0.9524,544471.26,230423.75
47,000750.SZ,20200617,4.22,4.22,4.16,4.2,4.23,-0.03,-0.7092,359680.34,150680.387
48,000750.SZ,20200616,4.22,4.23,4.2,4.23,4.19,0.04,0.9547,299071.07,126054.542
49,000750.SZ,20200615,4.2,4.27,4.18,4.19,4.2,-0.01,-0.2381,449513.79,189943.049
50,000750.SZ,20200612,4.16,4.22,4.14,4.2,4.21,-0.01,-0.2375,450051.18,188416.347
51,000750.SZ,20200611,4.21,4.27,4.2,4.21,4.23,-0.02,-0.4728,421477.23,178244.362
52,000750.SZ,20200610,4.28,4.29,4.21,4.23,4.29,-0.06,-1.3986,389610.25,164955.117
53,000750.SZ,20200609,4.27,4.33,4.26,4.29,4.28,0.01,0.2336,454796.78,195304.236
54,000750.SZ,20200608,4.33,4.34,4.27,4.28,4.32,-0.04,-0.9259,327696.91,140905.131
55,000750.SZ,20200605,4.28,4.33,4.25,4.32,4.3,0.02,0.4651,436138.28,186997.213
56,000750.SZ,20200604,4.33,4.35,4.27,4.3,4.31,-0.01,-0.232,357845.83,154016.622
57,000750.SZ,20200603,4.38,4.39,4.3,4.31,4.36,-0.05,-1.1468,504187.93,218903.064
58,000750.SZ,20200602,4.35,4.41,4.33,4.36,4.36,0.0,0.0,526858.26,229873.966
59,000750.SZ,20200601,4.3,4.39,4.25,4.36,4.18,0.18,4.3062,928424.39,401948.926
60,000750.SZ,20200529,4.18,4.21,4.17,4.18,4.22,-0.04,-0.9479,251990.1,105647.402
61,000750.SZ,20200528,4.18,4.27,4.17,4.22,4.17,0.05,1.199,430404.84,181801.425
